,rules,time_class,time_control,rated,game,result,date,time,period,white.username,black.username,white.rating,black.rating,white.result,black.result,white.score,black.score,white_elo_forecast,black_elo_forecast,eco,eco_url,game_url,white_url,black_url
0,chess,bullet,120+1,True,1,1-0,2018-10-03,08:19:19,2018-10,05djabrail05,riposte5,1260,1193,win,timeout,1.0,0.0,0.5952430396515719,0.4047569603484281,D00,https://www.chess.com/openings/D00-Queens-Pawn-Opening-Mason-Attack-with-2-f4,https://www.chess.com/live/game/3116745680,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/riposte5
0,chess,bullet,120+1,True,1,1-0,2018-10-04,20:00:23,2018-10,MightyHammer,05djabrail05,1244,1251,win,timeout,1.0,0.0,0.48992755307256153,0.5100724469274385,C46,https://www.chess.com/openings/C46-Three-Knights-Opening,https://www.chess.com/live/game/3120244971,https://api.chess.com/pub/player/mightyhammer,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,120+1,True,1,1-0,2018-10-04,20:06:40,2018-10,Riichvrd,05djabrail05,1287,1244,win,checkmated,1.0,0.0,0.5615679389736461,0.43843206102635396,C79,https://www.chess.com/openings/C79-Ruy-Lopez-Opening-Morphy-Defense-Deferred-Steinitz-Defense,https://www.chess.com/live/game/3120257743,https://api.chess.com/pub/player/riichvrd,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,120+1,True,1,1/2-1/2,2018-10-12,21:32:04,2018-10,jonaschess9,05djabrail05,1226,1244,repetition,repetition,0.5,0.5,0.4741190691088309,0.525880930891169,D08,https://www.chess.com/openings/D08-Queens-Gambit-Declined-Albin-Countergambit,https://www.chess.com/live/game/3138687369,https://api.chess.com/pub/player/jonaschess9,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,120+1,True,1,0-1,2018-10-12,21:38:43,2018-10,05djabrail05,philvermouth5,1235,1219,timeout,win,0.0,1.0,0.5230095872975623,0.4769904127024377,D00,https://www.chess.com/openings/D00-Queens-Pawn-Opening-Mason-Attack-with-2-f4,https://www.chess.com/live/game/3138699706,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/philvermouth5
0,chess,bullet,120+1,True,1,0-1,2018-10-15,04:28:18,2018-10,GeefBuzze,05djabrail05,1097,1240,checkmated,win,0.0,1.0,0.30509028727049736,0.6949097127295025,C30,https://www.chess.com/openings/C30-Kings-Gambit-Declined-Queens-Knight-Defense-3.Nf3,https://www.chess.com/live/game/3143914149,https://api.chess.com/pub/player/geefbuzze,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,120+1,True,1,0-1,2018-10-16,18:24:09,2018-10,05djabrail05,Aleks_17,1232,1242,timeout,win,0.0,1.0,0.48561281583400134,0.5143871841659987,A06,https://www.chess.com/openings/A06-Reti-Opening-Tennison-Gambit,https://www.chess.com/live/game/3147623758,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/aleks_17
0,chess,bullet,120+1,True,1,1-0,2018-10-16,19:35:32,2018-10,subratanandi123,05djabrail05,1288,1225,win,timeout,1.0,0.0,0.5896835031399501,0.41031649686004995,C23,https://www.chess.com/openings/C23-Bishops-Opening,https://www.chess.com/live/game/3147776291,https://api.chess.com/pub/player/subratanandi123,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,120+1,True,1,1-0,2018-10-16,19:55:54,2018-10,marbols,05djabrail05,1221,1217,win,timeout,1.0,0.0,0.5057562084111449,0.49424379158885506,C45,https://www.chess.com/openings/C45-Scotch-Game-Classical-Variation-5.Nxc6,https://www.chess.com/live/game/3147820823,https://api.chess.com/pub/player/marbols,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,120+1,True,1,0-1,2018-10-16,20:13:42,2018-10,hoxuanmai,05djabrail05,1236,1226,timeout,win,0.0,1.0,0.5143871841659987,0.48561281583400134,C44,https://www.chess.com/openings/C44-Scotch-Game-Goering-Double-Pawn-Sacrifice-Variation-5...cxb2-6.Bxb2,https://www.chess.com/live/game/3147858279,https://api.chess.com/pub/player/hoxuanmai,https://api.chess.com/pub/player/05djabrail05
